acharnes|mobile|Cosmote|2637|2022-10-01|26.31|216.29|23.740238|38.076070
acharnes|mobile|Vodafone|2640|2022-10-01|8.31|42.44|23.740238|38.076070
acharnes|mobile|WIND|2641|2022-10-01|13.82|46.62|23.740238|38.076070
agia-paraskevi|mobile|Cosmote|2637|2022-10-01|57.61|407.78|23.820657|38.012707
agia-paraskevi|mobile|Vodafone|2640|2022-10-01|47.29|125.29|23.820657|38.012707
agia-paraskevi|mobile|WIND|2641|2022-10-01|39.58|138.96|23.820657|38.012707
