mexico|aguascalientes|fixed|Megacable|69153|2023-10-01|38.03|102.7|81.45|29.87|84.08
mexico|aguascalientes|fixed|Telmex|89642|2023-10-01|23.9|98.33|56.47|20.83|45.22
mexico|aguascalientes|fixed|Totalplay|98018|2023-10-01|36.2|155.8|80.8|29.14|43.19
mexico|aguascalientes|fixed|izzi|33937|2023-10-01|27.02|78.19|49.34|7.42|64.38
mexico|baja-california|fixed|Megacable|69153|2023-10-01|48.58|145.53|94.14|34.18|35.13
mexico|baja-california|fixed|Telmex|89642|2023-10-01|35.12|106.71|59.92|23.0|33.4
mexico|baja-california|fixed|Totalplay|98018|2023-10-01|50.12|189.52|95.95|30.84|14.39
mexico|baja-california|fixed|izzi|33937|2023-10-01|29.05|90.54|54.24|6.38|29.46
mexico|baja-california-sur|fixed|Megacable|69153|2023-10-01|27.61|94.65|59.9|14.56|80.39
mexico|baja-california-sur|fixed|SpaceX Starlink|220547|2023-10-01|34.98|145.1|88.89|12.03|86.21
mexico|baja-california-sur|fixed|Telmex|89642|2023-10-01|27.59|116.11|59.08|28.07|58.82
mexico|campeche|fixed|Kblex|192731|2023-10-01|12.55|36.77|21.72|24.31|83.88
mexico|campeche|fixed|Megacable|69153|2023-10-01|39.35|105.15|74.24|30.3|87.07
mexico|campeche|fixed|Telmex|89642|2023-10-01|20.48|90.32|51.24|20.25|53.77
mexico|campeche|fixed|Totalplay|98018|2023-10-01|10.81|87.09|39.12|34.97|73.89
mexico|campeche|fixed|izzi|33937|2023-10-01|22.41|71.79|45.26|5.91|115.6
mexico|chiapas|fixed|Megacable|69153|2023-10-01|25.11|93.32|54.19|13.04|93.81
mexico|chiapas|fixed|SpaceX Starlink|220547|2023-10-01|7.26|67.75|27.19|9.11|110.87
mexico|chiapas|fixed|Telmex|89642|2023-10-01|9.58|76.46|35.76|18.78|56.49
mexico|chiapas|fixed|Totalplay|98018|2023-10-01|34.42|144.74|77.74|28.13|60.11
mexico|chihuahua|fixed|Megacable|69153|2023-10-01|40.62|122.23|83.16|29.52|44.61
mexico|chihuahua|fixed|Telmex|89642|2023-10-01|21.36|98.5|54.59|20.18|38.37
mexico|chihuahua|fixed|Totalplay|98018|2023-10-01|45.57|165.15|89.46|30.62|17.56
mexico|chihuahua|fixed|izzi|33937|2023-10-01|25.99|77.94|48.16|5.88|42.54
mexico|coahuila|fixed|Megacable|69153|2023-10-01|36.73|125.14|76.25|35.38|49.1
mexico|coahuila|fixed|Telmex|89642|2023-10-01|25.58|98.03|56.65|20.97|36.66
mexico|coahuila|fixed|Totalplay|98018|2023-10-01|48.58|179.13|93.79|31.1|22.3
mexico|coahuila|fixed|izzi|33937|2023-10-01|20.87|70.32|42.07|5.58|41.53
mexico|colima|fixed|Megacable|69153|2023-10-01|35.35|113.43|64.16|13.94|76.99
mexico|colima|fixed|Telmex|89642|2023-10-01|16.63|91.96|50.51|20.15|49.62
